current,left,current_abb,left_abb,count,year
New Mexico,Alabama,NM,AL,1099,2018
New Mexico,Alaska,NM,AK,197,2018
New Mexico,Arizona,NM,AZ,3284,2018
New Mexico,Arkansas,NM,AR,352,2018
New Mexico,Delaware,NM,DE,0,2018
New Mexico,District of Columbia,NM,DC,30,2018
New Mexico,Florida,NM,FL,2196,2018
New Mexico,Foreign Country,NM,OR,9575,2018
New Mexico,Georgia,NM,GA,232,2018
New Mexico,Hawaii,NM,HI,313,2018
New Mexico,Idaho,NM,ID,665,2018
New Mexico,Illinois,NM,IL,482,2018
New Mexico,Indiana,NM,IN,0,2018
New Mexico,Iowa,NM,IA,434,2018
New Mexico,Kansas,NM,KS,378,2018
New Mexico,Kentucky,NM,KY,129,2018
New Mexico,Louisiana,NM,LA,524,2018
New Mexico,Maine,NM,ME,257,2018
New Mexico,Maryland,NM,MD,162,2018
New Mexico,Massachusetts,NM,MA,449,2018
New Mexico,Michigan,NM,MI,851,2018
New Mexico,Minnesota,NM,MN,641,2018
New Mexico,Mississippi,NM,MS,1010,2018
New Mexico,Missouri,NM,MO,675,2018
New Mexico,Montana,NM,MT,303,2018
New Mexico,Nebraska,NM,NE,344,2018
New Mexico,Nevada,NM,NV,868,2018
New Mexico,New Hampshire,NM,NH,538,2018
New Mexico,New Jersey,NM,NJ,1021,2018
New Mexico,New Mexico,NM,NM,NA,2018
New Mexico,New York,NM,NY,1099,2018
New Mexico,North Carolina,NM,NC,405,2018
New Mexico,North Dakota,NM,ND,205,2018
New Mexico,Ohio,NM,OH,1090,2018
New Mexico,Oklahoma,NM,OK,2159,2018
New Mexico,Oregon,NM,OR,2009,2018
New Mexico,Pennsylvania,NM,PA,1086,2018
New Mexico,Puerto Rico,NM,NA,725,2018
New Mexico,Rhode Island,NM,RI,0,2018
New Mexico,South Carolina,NM,SC,1270,2018
New Mexico,South Dakota,NM,SD,0,2018
New Mexico,Tennessee,NM,TN,776,2018
New Mexico,Texas,NM,TX,14250,2018
New Mexico,Utah,NM,UT,1199,2018
New Mexico,Vermont,NM,VT,192,2018
New Mexico,Virginia,NM,VA,987,2018
New Mexico,Washington,NM,WA,2714,2018
New Mexico,West Virginia,NM,WV,204,2018
New Mexico,Wisconsin,NM,WI,285,2018
New Mexico,Wyoming,NM,WY,248,2018
New York,California,NY,CA,25255,2018
New York,Colorado,NY,CO,4553,2018
New York,Connecticut,NY,CT,14420,2018
New York,Alabama,NY,AL,1395,2018
New York,Alaska,NY,AK,415,2018
New York,Arizona,NY,AZ,3541,2018
New York,Arkansas,NY,AR,52,2018
New York,Delaware,NY,DE,1328,2018
New York,District of Columbia,NY,DC,2802,2018
New York,Florida,NY,FL,24084,2018
New York,Foreign Country,NY,OR,123671,2018
New York,Georgia,NY,GA,7994,2018
New York,Hawaii,NY,HI,1181,2018
New York,Idaho,NY,ID,491,2018
New York,Illinois,NY,IL,5977,2018
New York,Indiana,NY,IN,2007,2018
New York,Iowa,NY,IA,2352,2018
New York,Kansas,NY,KS,1262,2018
New York,Kentucky,NY,KY,986,2018
New York,Louisiana,NY,LA,2069,2018
New York,Maine,NY,ME,731,2018
New York,Maryland,NY,MD,7775,2018
New York,Massachusetts,NY,MA,13568,2018
New York,Michigan,NY,MI,3743,2018
New York,Minnesota,NY,MN,1286,2018
New York,Mississippi,NY,MS,447,2018
New York,Missouri,NY,MO,2335,2018
New York,Montana,NY,MT,372,2018
New York,Nebraska,NY,NE,866,2018
New York,Nevada,NY,NV,1853,2018
New York,New Hampshire,NY,NH,2474,2018
New York,New Jersey,NY,NJ,36401,2018
New York,New Mexico,NY,NM,647,2018
New York,New York,NY,NY,NA,2018
New York,North Carolina,NY,NC,9270,2018
New York,North Dakota,NY,ND,294,2018
New York,Ohio,NY,OH,5284,2018
New York,Oklahoma,NY,OK,1303,2018
New York,Oregon,NY,OR,1414,2018
New York,Pennsylvania,NY,PA,19339,2018
New York,Puerto Rico,NY,NA,9431,2018
New York,Rhode Island,NY,RI,1362,2018
New York,South Carolina,NY,SC,4457,2018
New York,South Dakota,NY,SD,431,2018
New York,Tennessee,NY,TN,3144,2018
New York,Texas,NY,TX,14708,2018
New York,Utah,NY,UT,364,2018
New York,Vermont,NY,VT,4072,2018
New York,Virginia,NY,VA,9302,2018
New York,Washington,NY,WA,1962,2018
New York,West Virginia,NY,WV,1126,2018
New York,Wisconsin,NY,WI,1935,2018
New York,Wyoming,NY,WY,18,2018
North Carolina,California,NC,CA,17536,2018
North Carolina,Colorado,NC,CO,5471,2018
North Carolina,Connecticut,NC,CT,2702,2018
North Carolina,Alabama,NC,AL,3287,2018
North Carolina,Alaska,NC,AK,1562,2018
North Carolina,Arizona,NC,AZ,2622,2018
North Carolina,Arkansas,NC,AR,1897,2018
North Carolina,Delaware,NC,DE,1988,2018
North Carolina,District of Columbia,NC,DC,2031,2018
North Carolina,Florida,NC,FL,37585,2018
North Carolina,Foreign Country,NC,OR,50362,2018
North Carolina,Georgia,NC,GA,17020,2018
North Carolina,Hawaii,NC,HI,3402,2018
North Carolina,Idaho,NC,ID,244,2018
North Carolina,Illinois,NC,IL,6544,2018
North Carolina,Indiana,NC,IN,3506,2018
North Carolina,Iowa,NC,IA,1976,2018
North Carolina,Kansas,NC,KS,1815,2018
North Carolina,Kentucky,NC,KY,3906,2018
North Carolina,Louisiana,NC,LA,2454,2018
North Carolina,Maine,NC,ME,1235,2018
North Carolina,Maryland,NC,MD,8717,2018
North Carolina,Massachusetts,NC,MA,5822,2018
North Carolina,Michigan,NC,MI,5793,2018
North Carolina,Minnesota,NC,MN,3342,2018
North Carolina,Mississippi,NC,MS,3441,2018
North Carolina,Missouri,NC,MO,2993,2018
North Carolina,Montana,NC,MT,331,2018
North Carolina,Nebraska,NC,NE,1052,2018
North Carolina,Nevada,NC,NV,857,2018
North Carolina,New Hampshire,NC,NH,1862,2018
North Carolina,New Jersey,NC,NJ,11947,2018
North Carolina,New Mexico,NC,NM,2306,2018
North Carolina,New York,NC,NY,25596,2018
North Carolina,North Carolina,NC,NC,NA,2018
North Carolina,North Dakota,NC,ND,177,2018
North Carolina,Ohio,NC,OH,9431,2018
North Carolina,Oklahoma,NC,OK,2034,2018
North Carolina,Oregon,NC,OR,3066,2018
North Carolina,Pennsylvania,NC,PA,12058,2018
North Carolina,Puerto Rico,NC,NA,2393,2018
North Carolina,Rhode Island,NC,RI,1535,2018
North Carolina,South Carolina,NC,SC,26091,2018
North Carolina,South Dakota,NC,SD,57,2018
North Carolina,Tennessee,NC,TN,7476,2018
North Carolina,Texas,NC,TX,18748,2018
North Carolina,Utah,NC,UT,1735,2018
North Carolina,Vermont,NC,VT,1208,2018
North Carolina,Virginia,NC,VA,27843,2018
North Carolina,Washington,NC,WA,6790,2018
North Carolina,West Virginia,NC,WV,4624,2018
North Carolina,Wisconsin,NC,WI,1920,2018
North Carolina,Wyoming,NC,WY,1046,2018
North Dakota,California,ND,CA,1040,2018
North Dakota,Colorado,ND,CO,522,2018
North Dakota,Connecticut,ND,CT,0,2018
North Dakota,Alabama,ND,AL,4,2018
North Dakota,Alaska,ND,AK,112,2018
North Dakota,Arizona,ND,AZ,530,2018
North Dakota,Arkansas,ND,AR,464,2018
North Dakota,Delaware,ND,DE,0,2018
North Dakota,District of Columbia,ND,DC,53,2018
North Dakota,Florida,ND,FL,1355,2018
North Dakota,Foreign Country,ND,OR,3281,2018
North Dakota,Georgia,ND,GA,1194,2018
North Dakota,Hawaii,ND,HI,204,2018
North Dakota,Idaho,ND,ID,433,2018
North Dakota,Illinois,ND,IL,467,2018
North Dakota,Indiana,ND,IN,113,2018
North Dakota,Iowa,ND,IA,166,2018
North Dakota,Kansas,ND,KS,306,2018
North Dakota,Kentucky,ND,KY,0,2018
North Dakota,Louisiana,ND,LA,778,2018
North Dakota,Maine,ND,ME,0,2018
North Dakota,Maryland,ND,MD,281,2018
North Dakota,Massachusetts,ND,MA,0,2018
North Dakota,Michigan,ND,MI,411,2018
North Dakota,Minnesota,ND,MN,10670,2018
North Dakota,Mississippi,ND,MS,275,2018
North Dakota,Missouri,ND,MO,540,2018
North Dakota,Montana,ND,MT,2167,2018
North Dakota,Nebraska,ND,NE,13,2018
North Dakota,Nevada,ND,NV,14,2018
North Dakota,New Hampshire,ND,NH,0,2018
North Dakota,New Jersey,ND,NJ,170,2018
North Dakota,New Mexico,ND,NM,1285,2018
North Dakota,New York,ND,NY,2105,2018
North Dakota,North Carolina,ND,NC,179,2018
North Dakota,North Dakota,ND,ND,NA,2018
North Dakota,Ohio,ND,OH,139,2018
North Dakota,Oklahoma,ND,OK,1631,2018
North Dakota,Oregon,ND,OR,399,2018
North Dakota,Pennsylvania,ND,PA,733,2018
North Dakota,Puerto Rico,ND,NA,119,2018
North Dakota,Rhode Island,ND,RI,0,2018
North Dakota,South Carolina,ND,SC,114,2018
North Dakota,South Dakota,ND,SD,1225,2018
North Dakota,Tennessee,ND,TN,644,2018
North Dakota,Texas,ND,TX,1098,2018
North Dakota,Utah,ND,UT,321,2018
North Dakota,Vermont,ND,VT,0,2018
North Dakota,Virginia,ND,VA,132,2018
North Dakota,Washington,ND,WA,683,2018
North Dakota,West Virginia,ND,WV,0,2018
North Dakota,Wisconsin,ND,WI,475,2018
North Dakota,Wyoming,ND,WY,290,2018
Ohio,California,OH,CA,8799,2018
Ohio,Colorado,OH,CO,2216,2018
Ohio,Connecticut,OH,CT,2510,2018
Ohio,Alabama,OH,AL,1744,2018
Ohio,Alaska,OH,AK,1200,2018
Ohio,Arizona,OH,AZ,2432,2018
Ohio,Arkansas,OH,AR,583,2018
Ohio,Delaware,OH,DE,996,2018
Ohio,District of Columbia,OH,DC,789,2018
Ohio,Florida,OH,FL,15037,2018
Ohio,Foreign Country,OH,OR,34862,2018
Ohio,Georgia,OH,GA,5178,2018
Ohio,Hawaii,OH,HI,735,2018
Ohio,Idaho,OH,ID,334,2018
Ohio,Illinois,OH,IL,9797,2018
Ohio,Indiana,OH,IN,14252,2018
Ohio,Iowa,OH,IA,2395,2018
Ohio,Kansas,OH,KS,803,2018
Ohio,Kentucky,OH,KY,16598,2018
Ohio,Louisiana,OH,LA,1463,2018
Ohio,Maine,OH,ME,761,2018
Ohio,Maryland,OH,MD,2272,2018
Ohio,Massachusetts,OH,MA,3415,2018
Ohio,Michigan,OH,MI,15409,2018
Ohio,Minnesota,OH,MN,1405,2018
Ohio,Mississippi,OH,MS,2527,2018
Ohio,Missouri,OH,MO,3410,2018
Ohio,Montana,OH,MT,677,2018
Ohio,Nebraska,OH,NE,1796,2018
Ohio,Nevada,OH,NV,1460,2018
Ohio,New Hampshire,OH,NH,28,2018
Ohio,New Jersey,OH,NJ,3585,2018
Ohio,New Mexico,OH,NM,1148,2018
Ohio,New York,OH,NY,9067,2018
Ohio,North Carolina,OH,NC,5818,2018
Ohio,North Dakota,OH,ND,221,2018
Ohio,Ohio,OH,OH,NA,2018
Ohio,Oklahoma,OH,OK,35,2018
Ohio,Oregon,OH,OR,1737,2018
Ohio,Pennsylvania,OH,PA,16881,2018
Ohio,Puerto Rico,OH,NA,2248,2018
Ohio,Rhode Island,OH,RI,42,2018
Ohio,South Carolina,OH,SC,4605,2018
Ohio,South Dakota,OH,SD,134,2018
Ohio,Tennessee,OH,TN,5467,2018
Ohio,Texas,OH,TX,8189,2018
Ohio,Utah,OH,UT,1922,2018
Ohio,Vermont,OH,VT,314,2018
Ohio,Virginia,OH,VA,6695,2018
Ohio,Washington,OH,WA,2032,2018
Ohio,West Virginia,OH,WV,6260,2018
Ohio,Wisconsin,OH,WI,2778,2018
Ohio,Wyoming,OH,WY,75,2018
Oklahoma,California,OK,CA,8330,2018
Oklahoma,Colorado,OK,CO,4039,2018
Oklahoma,Connecticut,OK,CT,0,2018
Oklahoma,Alabama,OK,AL,541,2018
Oklahoma,Alaska,OK,AK,661,2018
Oklahoma,Arizona,OK,AZ,3631,2018
Oklahoma,Arkansas,OK,AR,8526,2018
Oklahoma,Delaware,OK,DE,0,2018
Oklahoma,District of Columbia,OK,DC,0,2018
Oklahoma,Florida,OK,FL,5489,2018
Oklahoma,Foreign Country,OK,OR,12927,2018
Oklahoma,Georgia,OK,GA,1590,2018
Oklahoma,Hawaii,OK,HI,931,2018
Oklahoma,Idaho,OK,ID,216,2018
Oklahoma,Illinois,OK,IL,3201,2018
Oklahoma,Indiana,OK,IN,813,2018
Oklahoma,Iowa,OK,IA,603,2018
Oklahoma,Kansas,OK,KS,5393,2018
Oklahoma,Kentucky,OK,KY,214,2018
Oklahoma,Louisiana,OK,LA,2107,2018
Oklahoma,Maine,OK,ME,0,2018
Oklahoma,Maryland,OK,MD,871,2018
Oklahoma,Massachusetts,OK,MA,701,2018
Oklahoma,Michigan,OK,MI,1395,2018
Oklahoma,Minnesota,OK,MN,1167,2018
Oklahoma,Mississippi,OK,MS,446,2018
Oklahoma,Missouri,OK,MO,5861,2018
Oklahoma,Montana,OK,MT,46,2018
Oklahoma,Nebraska,OK,NE,965,2018
Oklahoma,Nevada,OK,NV,1106,2018
Oklahoma,New Hampshire,OK,NH,0,2018
Oklahoma,New Jersey,OK,NJ,390,2018
Oklahoma,New Mexico,OK,NM,1528,2018
Oklahoma,New York,OK,NY,1221,2018
Oklahoma,North Carolina,OK,NC,819,2018
Oklahoma,North Dakota,OK,ND,13,2018
Oklahoma,Ohio,OK,OH,932,2018
Oklahoma,Oklahoma,OK,OK,NA,2018
Oklahoma,Oregon,OK,OR,1595,2018
Oklahoma,Pennsylvania,OK,PA,941,2018
Oklahoma,Puerto Rico,OK,NA,1221,2018
Oklahoma,Rhode Island,OK,RI,56,2018
Oklahoma,South Carolina,OK,SC,803,2018
Oklahoma,South Dakota,OK,SD,302,2018
Oklahoma,Tennessee,OK,TN,2210,2018
Oklahoma,Texas,OK,TX,31551,2018
Oklahoma,Utah,OK,UT,1944,2018
Oklahoma,Vermont,OK,VT,152,2018
Oklahoma,Virginia,OK,VA,1352,2018
Oklahoma,Washington,OK,WA,1258,2018
Oklahoma,West Virginia,OK,WV,0,2018
Oklahoma,Wisconsin,OK,WI,392,2018
Oklahoma,Wyoming,OK,WY,641,2018
Oregon,California,OR,CA,43058,2018
Oregon,Colorado,OR,CO,3292,2018
Oregon,Connecticut,OR,CT,157,2018
Oregon,Alabama,OR,AL,315,2018
Oregon,Alaska,OR,AK,4317,2018
Oregon,Arizona,OR,AZ,7736,2018
Oregon,Arkansas,OR,AR,436,2018
Oregon,Delaware,OR,DE,0,2018
Oregon,District of Columbia,OR,DC,226,2018
Oregon,Florida,OR,FL,3824,2018
Oregon,Foreign Country,OR,OR,19359,2018
Oregon,Georgia,OR,GA,1203,2018
Oregon,Hawaii,OR,HI,2729,2018
Oregon,Idaho,OR,ID,5745,2018
Oregon,Illinois,OR,IL,2022,2018
Oregon,Indiana,OR,IN,854,2018
Oregon,Iowa,OR,IA,139,2018
Oregon,Kansas,OR,KS,899,2018
Oregon,Kentucky,OR,KY,942,2018
Oregon,Louisiana,OR,LA,238,2018
Oregon,Maine,OR,ME,406,2018
Oregon,Maryland,OR,MD,327,2018
Oregon,Massachusetts,OR,MA,1425,2018
Oregon,Michigan,OR,MI,2412,2018
Oregon,Minnesota,OR,MN,1693,2018
Oregon,Mississippi,OR,MS,1070,2018
Oregon,Missouri,OR,MO,681,2018
Oregon,Montana,OR,MT,1515,2018
Oregon,Nebraska,OR,NE,96,2018
Oregon,Nevada,OR,NV,5375,2018
Oregon,New Hampshire,OR,NH,0,2018
Oregon,New Jersey,OR,NJ,1143,2018
Oregon,New Mexico,OR,NM,1440,2018
Oregon,New York,OR,NY,2842,2018
Oregon,North Carolina,OR,NC,3570,2018
Oregon,North Dakota,OR,ND,238,2018
Oregon,Ohio,OR,OH,1390,2018
Oregon,Oklahoma,OR,OK,700,2018
Oregon,Oregon,OR,OR,NA,2018
Oregon,Pennsylvania,OR,PA,1107,2018
Oregon,Puerto Rico,OR,NA,0,2018
Oregon,Rhode Island,OR,RI,0,2018
Oregon,South Carolina,OR,SC,817,2018
Oregon,South Dakota,OR,SD,354,2018
Oregon,Tennessee,OR,TN,303,2018
Oregon,Texas,OR,TX,5403,2018
Oregon,Utah,OR,UT,2512,2018
Oregon,Vermont,OR,VT,495,2018
Oregon,Virginia,OR,VA,1628,2018
Oregon,Washington,OR,WA,21672,2018
Oregon,West Virginia,OR,WV,185,2018
Oregon,Wisconsin,OR,WI,419,2018
Oregon,Wyoming,OR,WY,1277,2018
Pennsylvania,California,PA,CA,11568,2018
Pennsylvania,Colorado,PA,CO,4822,2018
Pennsylvania,Connecticut,PA,CT,3891,2018
Pennsylvania,Alabama,PA,AL,1202,2018
Pennsylvania,Alaska,PA,AK,553,2018
Pennsylvania,Arizona,PA,AZ,3269,2018
Pennsylvania,Arkansas,PA,AR,1486,2018
Pennsylvania,Delaware,PA,DE,5999,2018
Pennsylvania,District of Columbia,PA,DC,1336,2018
Pennsylvania,Florida,PA,FL,17029,2018
Pennsylvania,Foreign Country,PA,OR,50264,2018
Pennsylvania,Georgia,PA,GA,4255,2018
Pennsylvania,Hawaii,PA,HI,783,2018
Pennsylvania,Idaho,PA,ID,110,2018
Pennsylvania,Illinois,PA,IL,3659,2018
Pennsylvania,Indiana,PA,IN,2045,2018
Pennsylvania,Iowa,PA,IA,365,2018
Pennsylvania,Kansas,PA,KS,1065,2018
Pennsylvania,Kentucky,PA,KY,921,2018
Pennsylvania,Louisiana,PA,LA,986,2018
Pennsylvania,Maine,PA,ME,916,2018
Pennsylvania,Maryland,PA,MD,20660,2018
Pennsylvania,Massachusetts,PA,MA,5651,2018
Pennsylvania,Michigan,PA,MI,3138,2018
Pennsylvania,Minnesota,PA,MN,2019,2018
Pennsylvania,Mississippi,PA,MS,1287,2018
Pennsylvania,Missouri,PA,MO,979,2018
Pennsylvania,Montana,PA,MT,328,2018
Pennsylvania,Nebraska,PA,NE,328,2018
Pennsylvania,Nevada,PA,NV,409,2018
Pennsylvania,New Hampshire,PA,NH,917,2018
Pennsylvania,New Jersey,PA,NJ,43726,2018
Pennsylvania,New Mexico,PA,NM,1335,2018
Pennsylvania,New York,PA,NY,43048,2018
Pennsylvania,North Carolina,PA,NC,7579,2018
Pennsylvania,North Dakota,PA,ND,446,2018
Pennsylvania,Ohio,PA,OH,12317,2018
Pennsylvania,Oklahoma,PA,OK,1576,2018
Pennsylvania,Oregon,PA,OR,1451,2018
Pennsylvania,Pennsylvania,PA,PA,NA,2018
Pennsylvania,Puerto Rico,PA,NA,11188,2018
Pennsylvania,Rhode Island,PA,RI,535,2018
Pennsylvania,South Carolina,PA,SC,3272,2018
Pennsylvania,South Dakota,PA,SD,455,2018
Pennsylvania,Tennessee,PA,TN,2566,2018
Pennsylvania,Texas,PA,TX,9760,2018
Pennsylvania,Utah,PA,UT,2041,2018
Pennsylvania,Vermont,PA,VT,1002,2018
Pennsylvania,Virginia,PA,VA,10010,2018
Pennsylvania,Washington,PA,WA,3059,2018
Pennsylvania,West Virginia,PA,WV,5485,2018
Pennsylvania,Wisconsin,PA,WI,1725,2018
Pennsylvania,Wyoming,PA,WY,156,2018
Rhode Island,California,RI,CA,2219,2018
Rhode Island,Colorado,RI,CO,504,2018
Rhode Island,Connecticut,RI,CT,4791,2018
Rhode Island,Alabama,RI,AL,183,2018
Rhode Island,Alaska,RI,AK,0,2018
Rhode Island,Arizona,RI,AZ,50,2018
Rhode Island,Arkansas,RI,AR,0,2018
Rhode Island,Delaware,RI,DE,0,2018
Rhode Island,District of Columbia,RI,DC,45,2018
Rhode Island,Florida,RI,FL,657,2018
Rhode Island,Foreign Country,RI,OR,7668,2018
Rhode Island,Georgia,RI,GA,739,2018
Rhode Island,Hawaii,RI,HI,0,2018
Rhode Island,Idaho,RI,ID,42,2018
Rhode Island,Illinois,RI,IL,293,2018
Rhode Island,Indiana,RI,IN,0,2018
Rhode Island,Iowa,RI,IA,0,2018
Rhode Island,Kansas,RI,KS,0,2018
Rhode Island,Kentucky,RI,KY,86,2018
Rhode Island,Louisiana,RI,LA,0,2018
Rhode Island,Maine,RI,ME,606,2018
Rhode Island,Maryland,RI,MD,521,2018
Rhode Island,Massachusetts,RI,MA,11413,2018
Rhode Island,Michigan,RI,MI,151,2018
Rhode Island,Minnesota,RI,MN,0,2018
Rhode Island,Mississippi,RI,MS,0,2018
Rhode Island,Missouri,RI,MO,287,2018
Rhode Island,Montana,RI,MT,0,2018
Rhode Island,Nebraska,RI,NE,37,2018
Rhode Island,Nevada,RI,NV,42,2018
Rhode Island,New Hampshire,RI,NH,677,2018
Rhode Island,New Jersey,RI,NJ,1038,2018
Rhode Island,New Mexico,RI,NM,43,2018
Rhode Island,New York,RI,NY,3252,2018
Rhode Island,North Carolina,RI,NC,673,2018
Rhode Island,North Dakota,RI,ND,173,2018
Rhode Island,Ohio,RI,OH,623,2018
Rhode Island,Oklahoma,RI,OK,0,2018
Rhode Island,Oregon,RI,OR,87,2018
Rhode Island,Pennsylvania,RI,PA,422,2018
Rhode Island,Puerto Rico,RI,NA,662,2018
Rhode Island,Rhode Island,RI,RI,NA,2018
Rhode Island,South Carolina,RI,SC,43,2018
Rhode Island,South Dakota,RI,SD,0,2018
Rhode Island,Tennessee,RI,TN,0,2018
Rhode Island,Texas,RI,TX,960,2018
Rhode Island,Utah,RI,UT,194,2018
Rhode Island,Vermont,RI,VT,134,2018
Rhode Island,Virginia,RI,VA,1278,2018
Rhode Island,Washington,RI,WA,501,2018
Rhode Island,West Virginia,RI,WV,0,2018
Rhode Island,Wisconsin,RI,WI,77,2018
Rhode Island,Wyoming,RI,WY,0,2018
South Carolina,California,SC,CA,12103,2018
South Carolina,Colorado,SC,CO,1622,2018
South Carolina,Connecticut,SC,CT,6800,2018
South Carolina,Alabama,SC,AL,4636,2018
South Carolina,Alaska,SC,AK,715,2018
South Carolina,Arizona,SC,AZ,1460,2018
South Carolina,Arkansas,SC,AR,1382,2018
South Carolina,Delaware,SC,DE,978,2018
South Carolina,District of Columbia,SC,DC,743,2018
South Carolina,Florida,SC,FL,15772,2018
South Carolina,Foreign Country,SC,OR,18378,2018
South Carolina,Georgia,SC,GA,16110,2018
South Carolina,Hawaii,SC,HI,857,2018
South Carolina,Idaho,SC,ID,0,2018
South Carolina,Illinois,SC,IL,3454,2018
South Carolina,Indiana,SC,IN,3095,2018
South Carolina,Iowa,SC,IA,1036,2018
South Carolina,Kansas,SC,KS,1091,2018
South Carolina,Kentucky,SC,KY,1408,2018
South Carolina,Louisiana,SC,LA,1913,2018
South Carolina,Maine,SC,ME,192,2018
South Carolina,Maryland,SC,MD,7826,2018
South Carolina,Massachusetts,SC,MA,4451,2018
South Carolina,Michigan,SC,MI,2721,2018
South Carolina,Minnesota,SC,MN,366,2018
South Carolina,Mississippi,SC,MS,895,2018
South Carolina,Missouri,SC,MO,2960,2018
South Carolina,Montana,SC,MT,553,2018
South Carolina,Nebraska,SC,NE,541,2018
South Carolina,Nevada,SC,NV,375,2018
South Carolina,New Hampshire,SC,NH,787,2018
South Carolina,New Jersey,SC,NJ,4921,2018
South Carolina,New Mexico,SC,NM,944,2018
South Carolina,New York,SC,NY,12721,2018
South Carolina,North Carolina,SC,NC,27734,2018
South Carolina,North Dakota,SC,ND,498,2018
South Carolina,Ohio,SC,OH,5784,2018
South Carolina,Oklahoma,SC,OK,228,2018
South Carolina,Oregon,SC,OR,748,2018
South Carolina,Pennsylvania,SC,PA,7040,2018
South Carolina,Puerto Rico,SC,NA,3505,2018
South Carolina,Rhode Island,SC,RI,1684,2018
South Carolina,South Carolina,SC,SC,NA,2018
South Carolina,South Dakota,SC,SD,200,2018
South Carolina,Tennessee,SC,TN,5666,2018
South Carolina,Texas,SC,TX,5387,2018
South Carolina,Utah,SC,UT,2112,2018
South Carolina,Vermont,SC,VT,439,2018
South Carolina,Virginia,SC,VA,6507,2018
South Carolina,Washington,SC,WA,3842,2018
South Carolina,West Virginia,SC,WV,1299,2018
South Carolina,Wisconsin,SC,WI,1643,2018
South Carolina,Wyoming,SC,WY,266,2018
South Dakota,California,SD,CA,2073,2018
South Dakota,Colorado,SD,CO,797,2018
South Dakota,Connecticut,SD,CT,0,2018
South Dakota,Alabama,SD,AL,84,2018
South Dakota,Alaska,SD,AK,0,2018
South Dakota,Arizona,SD,AZ,241,2018
South Dakota,Arkansas,SD,AR,0,2018
South Dakota,Delaware,SD,DE,0,2018
South Dakota,District of Columbia,SD,DC,0,2018
South Dakota,Florida,SD,FL,2128,2018
South Dakota,Foreign Country,SD,OR,3026,2018
South Dakota,Georgia,SD,GA,968,2018
South Dakota,Hawaii,SD,HI,0,2018
South Dakota,Idaho,SD,ID,297,2018
South Dakota,Illinois,SD,IL,841,2018
South Dakota,Indiana,SD,IN,144,2018
South Dakota,Iowa,SD,IA,3275,2018
South Dakota,Kansas,SD,KS,906,2018
South Dakota,Kentucky,SD,KY,57,2018
South Dakota,Louisiana,SD,LA,408,2018
South Dakota,Maine,SD,ME,0,2018
South Dakota,Maryland,SD,MD,144,2018
South Dakota,Massachusetts,SD,MA,0,2018
South Dakota,Michigan,SD,MI,150,2018
South Dakota,Minnesota,SD,MN,3822,2018
South Dakota,Mississippi,SD,MS,231,2018
South Dakota,Missouri,SD,MO,191,2018
South Dakota,Montana,SD,MT,428,2018
South Dakota,Nebraska,SD,NE,3735,2018
South Dakota,Nevada,SD,NV,56,2018
South Dakota,New Hampshire,SD,NH,56,2018
South Dakota,New Jersey,SD,NJ,0,2018
South Dakota,New Mexico,SD,NM,299,2018
South Dakota,New York,SD,NY,359,2018
South Dakota,North Carolina,SD,NC,188,2018
South Dakota,North Dakota,SD,ND,1986,2018
South Dakota,Ohio,SD,OH,0,2018
South Dakota,Oklahoma,SD,OK,0,2018
South Dakota,Oregon,SD,OR,37,2018
South Dakota,Pennsylvania,SD,PA,194,2018
South Dakota,Puerto Rico,SD,NA,262,2018
South Dakota,Rhode Island,SD,RI,0,2018
South Dakota,South Carolina,SD,SC,612,2018
South Dakota,South Dakota,SD,SD,NA,2018
South Dakota,Tennessee,SD,TN,301,2018
South Dakota,Texas,SD,TX,279,2018
South Dakota,Utah,SD,UT,76,2018
South Dakota,Vermont,SD,VT,0,2018
South Dakota,Virginia,SD,VA,157,2018
South Dakota,Washington,SD,WA,567,2018
South Dakota,West Virginia,SD,WV,0,2018
South Dakota,Wisconsin,SD,WI,37,2018
South Dakota,Wyoming,SD,WY,651,2018
Tennessee,California,TN,CA,9682,2018
Tennessee,Colorado,TN,CO,5410,2018
Tennessee,Connecticut,TN,CT,1784,2018
Tennessee,Alabama,TN,AL,8547,2018
Tennessee,Alaska,TN,AK,1137,2018
Tennessee,Arizona,TN,AZ,2886,2018
Tennessee,Arkansas,TN,AR,4841,2018
Tennessee,Delaware,TN,DE,53,2018
Tennessee,District of Columbia,TN,DC,203,2018
Tennessee,Florida,TN,FL,26724,2018
Tennessee,Foreign Country,TN,OR,26794,2018
Tennessee,Georgia,TN,GA,17439,2018
Tennessee,Hawaii,TN,HI,1515,2018
Tennessee,Idaho,TN,ID,148,2018
Tennessee,Illinois,TN,IL,9857,2018
Tennessee,Indiana,TN,IN,4928,2018
Tennessee,Iowa,TN,IA,588,2018
Tennessee,Kansas,TN,KS,796,2018
Tennessee,Kentucky,TN,KY,13720,2018
Tennessee,Louisiana,TN,LA,2226,2018
Tennessee,Maine,TN,ME,576,2018
Tennessee,Maryland,TN,MD,1470,2018
Tennessee,Massachusetts,TN,MA,3592,2018
Tennessee,Michigan,TN,MI,4814,2018
Tennessee,Minnesota,TN,MN,375,2018
Tennessee,Mississippi,TN,MS,11641,2018
Tennessee,Missouri,TN,MO,5139,2018
Tennessee,Montana,TN,MT,122,2018
Tennessee,Nebraska,TN,NE,913,2018
